edad,ciudad,peso,ingresos,genero,nivel_educacional,fumador,actividad_fisica,estado_civil,horas_suenho,enfermedades_cronicas,consumo_alcohol,uso_transporte
46.1,Antofagasta,48.0,755000.0,Femenino,Técnica,Sí,Baja,Soltero/a,8.3,No,Frecuente,Bicicleta/Pie
14.5,Concepción,57.4,772000.0,Femenino,Técnica,Sí,Baja,,7.4,Sí,Nunca,Público
55.4,Puerto Montt,88.0,1123000.0,Masculino,,Sí,Media,Separado/a,7.9,No,Nunca,Público
47.1,Temuco,92.3,613000.0,Femenino,,No,Baja,Soltero/a,5.8,Sí,Ocasional,Privado
43.8,Puerto Montt,68.8,1129000.0,Masculino,Básica,Sí,Media,Casado/a,8.2,,Ocasional,Público
,Santiago,55.1,853000.0,Masculino,Media,Sí,Baja,Viudo/a,6.1,Sí,Ocasional,
,La Serena,95.2,760000.0,Femenino,Básica,Sí,Alta,Viudo/a,7.4,Sí,Nunca,
55.2,La Serena,89.1,1425000.0,,Técnica,No,Baja,Viudo/a,10.0,Sí,Ocasional,Bicicleta/Pie
12.4,Puerto Montt,78.1,536000.0,Masculino,Universitaria,Sí,,Separado/a,8.3,No,Nunca,Privado
20.8,Valparaíso,60.3,712000.0,Masculino,Universitaria,No,Media,Separado/a,7.5,No,Frecuente,Público
30.6,Valparaíso,69.4,492000.0,Masculino,Universitaria,Sí,Media,Separado/a,9.0,No,Ocasional,Privado
40.4,Antofagasta,68.1,1038000.0,Masculino,Básica,Sí,Media,Casado/a,6.1,No,Nunca,Privado
47.8,Antofagasta,74.0,1222000.0,Femenino,Técnica,No,Alta,Viudo/a,7.7,No,Nunca,Público
29.1,La Serena,87.4,1217000.0,,Media,No,Media,Casado/a,5.8,No,Frecuente,Bicicleta/Pie
42.8,Santiago,80.6,1106000.0,Femenino,Universitaria,Sí,Media,Casado/a,6.5,No,Frecuente,Privado
28.7,Valdivia,57.1,751000.0,Masculino,Básica,No,Alta,Soltero/a,9.4,No,Frecuente,Bicicleta/Pie
30.8,Concepción,86.5,709000.0,Masculino,,No,Baja,Viudo/a,7.4,Sí,Frecuente,Privado
18.9,Concepción,73.8,382000.0,Masculino,Media,Sí,Media,Soltero/a,9.1,Sí,Ocasional,Público
26.2,Antofagasta,78.2,1309000.0,Masculino,Técnica,,Baja,Separado/a,6.8,No,Frecuente,
19.7,Santiago,87.6,917000.0,Masculino,Media,Sí,Baja,Separado/a,8.8,Sí,Nunca,Privado
25.4,Antofagasta,56.7,677000.0,Masculino,Técnica,,Media,Casado/a,7.1,No,Nunca,Privado
55.8,Valdivia,69.6,1132000.0,Femenino,Técnica,Sí,Media,Casado/a,7.2,No,Nunca,Privado
25.8,Concepción,63.6,557000.0,Masculino,Técnica,Sí,Alta,,7.0,Sí,Nunca,Público
79.5,Puerto Montt,51.2,902000.0,Femenino,,No,Alta,Soltero/a,7.5,No,Nunca,Privado
47.4,Antofagasta,,757000.0,Masculino,Media,No,Media,Casado/a,6.6,No,Frecuente,
,Temuco,,960000.0,Femenino,Universitaria,Sí,Baja,Viudo/a,4.9,No,Nunca,Privado
27.1,Puerto Montt,47.9,784000.0,Masculino,Media,No,,Casado/a,6.9,No,Frecuente,Público
50.5,Valdivia,69.6,437000.0,Femenino,Básica,No,Alta,Viudo/a,,Sí,Frecuente,Privado
31.4,Valdivia,77.7,819000.0,Femenino,Básica,No,Media,Soltero/a,9.5,Sí,Frecuente,Bicicleta/Pie
,Antofagasta,71.5,1062000.0,Masculino,,Sí,Media,Separado/a,3.6,No,Frecuente,Bicicleta/Pie
78.4,La Serena,68.6,793000.0,Masculino,Media,Sí,Media,Separado/a,9.4,No,Ocasional,
38.6,Antofagasta,54.4,994000.0,Femenino,Media,Sí,Media,Soltero/a,8.6,Sí,Ocasional,Privado
57.2,La Serena,72.8,539000.0,Masculino,Media,No,Alta,Soltero/a,,No,Ocasional,Bicicleta/Pie
29.5,Valdivia,60.9,793000.0,Masculino,Técnica,Sí,Alta,Separado/a,7.2,No,Ocasional,
39.5,Santiago,43.7,644000.0,Masculino,Universitaria,Sí,Alta,Viudo/a,5.5,No,Ocasional,Privado
,Valdivia,84.3,987000.0,Femenino,Técnica,No,Baja,Soltero/a,9.9,No,Nunca,Privado
30.6,Concepción,81.5,808000.0,Masculino,Universitaria,No,Alta,Viudo/a,8.9,No,Ocasional,Bicicleta/Pie
,Puerto Montt,70.6,973000.0,Femenino,Universitaria,Sí,Alta,Viudo/a,7.4,No,Nunca,Público
50.6,Puerto Montt,72.7,1072000.0,Femenino,Universitaria,No,Media,Separado/a,7.4,Sí,Nunca,Bicicleta/Pie
31.6,Valparaíso,,973000.0,Masculino,Técnica,Sí,Alta,Viudo/a,6.8,No,Frecuente,Público
49.5,Valparaíso,72.7,868000.0,Femenino,Media,Sí,Alta,Separado/a,7.9,No,Frecuente,Bicicleta/Pie
54.6,Valdivia,80.8,550000.0,Masculino,Técnica,Sí,Alta,Soltero/a,6.9,Sí,Frecuente,Privado
49.3,Concepción,66.4,799000.0,Masculino,Técnica,No,Media,Casado/a,7.5,No,Ocasional,Privado
16.4,Valparaíso,,667000.0,Femenino,Universitaria,No,Alta,Casado/a,,No,Nunca,Privado
29.1,Puerto Montt,73.8,714000.0,Femenino,Básica,Sí,Alta,Casado/a,10.6,Sí,Ocasional,Bicicleta/Pie
36.3,Antofagasta,72.3,706000.0,Femenino,Básica,Sí,Baja,Casado/a,5.6,Sí,Frecuente,Bicicleta/Pie
38.9,Santiago,54.8,555000.0,Femenino,Técnica,Sí,Baja,Casado/a,7.2,Sí,Frecuente,Público
49.3,Santiago,73.4,311000.0,Femenino,Universitaria,,Baja,Casado/a,8.8,No,Nunca,Bicicleta/Pie
42.7,Concepción,60.0,633000.0,Masculino,Técnica,No,Baja,Viudo/a,8.2,Sí,Nunca,Público
20.0,Valdivia,62.3,848000.0,Femenino,Técnica,,Media,Viudo/a,8.0,No,Frecuente,Bicicleta/Pie
45.7,Valparaíso,60.2,463000.0,Masculino,Media,Sí,Baja,Casado/a,11.5,Sí,Ocasional,Privado
49.2,Antofagasta,57.2,804000.0,Masculino,Universitaria,,Alta,Soltero/a,8.6,,Ocasional,Bicicleta/Pie
48.4,Santiago,95.5,1275000.0,Femenino,Básica,Sí,Baja,Soltero/a,6.1,No,Nunca,Privado
56.2,Santiago,86.0,1056000.0,Femenino,Básica,Sí,,Viudo/a,5.9,No,Frecuente,Bicicleta/Pie
52.5,Temuco,93.0,1211000.0,Femenino,Básica,Sí,Baja,Viudo/a,6.9,Sí,Ocasional,Público
46.9,Valdivia,55.3,898000.0,Femenino,Técnica,,Baja,Casado/a,,No,Nunca,
38.9,Temuco,70.9,1092000.0,Femenino,Universitaria,Sí,Media,Soltero/a,7.1,No,Nunca,Privado
,Puerto Montt,54.5,619000.0,Masculino,Media,No,,Separado/a,7.5,No,Nunca,Bicicleta/Pie
46.4,Santiago,61.7,639000.0,Masculino,Básica,No,Media,Casado/a,,No,Ocasional,Público
43.1,Concepción,59.0,115000.0,Masculino,,No,,Viudo/a,3.3,Sí,Nunca,Público
44.1,La Serena,84.9,1097000.0,Femenino,Básica,No,Media,Viudo/a,5.9,Sí,Ocasional,Público
20.8,La Serena,65.2,1185000.0,Femenino,Media,Sí,Media,Viudo/a,8.1,Sí,Nunca,Público
23.8,Antofagasta,82.8,662000.0,Masculino,Universitaria,No,,Separado/a,9.5,No,Ocasional,Bicicleta/Pie
55.8,Santiago,77.2,737000.0,Femenino,Técnica,No,Baja,Soltero/a,6.4,No,Frecuente,Público
39.4,Santiago,97.6,612000.0,Femenino,Técnica,No,Baja,Viudo/a,6.4,No,Ocasional,Bicicleta/Pie
50.2,Puerto Montt,52.2,896000.0,Femenino,Básica,No,Media,Casado/a,6.9,No,Frecuente,Bicicleta/Pie
40.4,Santiago,85.1,1081000.0,Masculino,Básica,No,Media,Separado/a,9.6,No,Nunca,
40.4,Concepción,83.8,364000.0,Femenino,Universitaria,,Alta,Soltero/a,7.1,Sí,Ocasional,Público
54.1,Temuco,58.3,902000.0,Masculino,Media,No,Alta,Casado/a,3.6,Sí,Nunca,Público
32.3,Santiago,82.1,731000.0,Femenino,Básica,No,Media,Casado/a,9.7,No,Frecuente,Bicicleta/Pie
41.4,Santiago,,828000.0,Femenino,Universitaria,,Alta,Separado/a,8.0,No,Nunca,Bicicleta/Pie
33.1,Puerto Montt,67.3,915000.0,Masculino,Media,No,Alta,Separado/a,5.1,No,,Bicicleta/Pie
33.5,Valdivia,60.1,753000.0,Femenino,Básica,Sí,Media,Separado/a,6.2,No,Nunca,
35.4,Valparaíso,61.4,774000.0,Femenino,Básica,No,Media,Viudo/a,5.8,Sí,Frecuente,Privado
43.3,Valdivia,94.6,,Femenino,Universitaria,No,Media,Soltero/a,6.7,Sí,Frecuente,Público
32.8,Puerto Montt,70.0,1043000.0,,Básica,No,Media,Viudo/a,9.2,No,Ocasional,Privado
58.8,Valdivia,79.4,905000.0,Femenino,Técnica,Sí,Baja,Separado/a,4.2,No,Ocasional,Bicicleta/Pie
26.6,Puerto Montt,60.5,855000.0,Femenino,Media,Sí,Baja,Separado/a,6.5,No,Ocasional,Bicicleta/Pie
37.2,Concepción,60.6,482000.0,Femenino,Media,No,Media,Separado/a,7.2,No,Ocasional,Público
33.4,Antofagasta,83.0,705000.0,Femenino,Técnica,Sí,Alta,Viudo/a,6.9,Sí,Nunca,Público
61.7,Santiago,53.8,1025000.0,Femenino,,No,,Casado/a,5.8,No,Frecuente,Privado
42.9,Puerto Montt,65.0,809000.0,Masculino,Técnica,Sí,Baja,Separado/a,8.8,No,,Bicicleta/Pie
55.5,Puerto Montt,70.4,965000.0,Masculino,Técnica,Sí,Alta,Viudo/a,6.8,Sí,Nunca,Público
17.7,Valparaíso,71.3,1242000.0,Femenino,Media,Sí,Baja,Separado/a,6.6,No,Ocasional,Público
44.0,Puerto Montt,67.9,,Femenino,Universitaria,No,Media,Viudo/a,7.5,No,Frecuente,Privado
53.3,La Serena,74.7,,Masculino,Básica,Sí,Baja,Soltero/a,6.6,No,Nunca,Público
41.2,Antofagasta,78.3,672000.0,Femenino,Técnica,Sí,Baja,Soltero/a,6.2,No,Nunca,Privado
56.0,Santiago,78.8,162000.0,Femenino,Técnica,No,Baja,Viudo/a,5.6,No,Ocasional,Bicicleta/Pie
32.2,Santiago,58.2,758000.0,Femenino,Universitaria,Sí,Alta,,10.3,No,Ocasional,Privado
61.1,Valparaíso,66.6,718000.0,Femenino,Técnica,No,Baja,Viudo/a,8.2,Sí,Frecuente,Público
74.5,Concepción,84.3,898000.0,Femenino,Universitaria,No,Alta,Soltero/a,6.4,No,Frecuente,Privado
34.6,Santiago,80.7,762000.0,Femenino,Básica,Sí,Media,Viudo/a,8.9,No,Ocasional,Privado
33.3,La Serena,53.5,720000.0,Femenino,,No,Media,Soltero/a,7.8,Sí,Frecuente,Bicicleta/Pie
61.8,Santiago,74.2,355000.0,Femenino,,Sí,Baja,Soltero/a,7.1,No,Ocasional,Privado
63.7,La Serena,46.3,565000.0,Masculino,Universitaria,Sí,Alta,Casado/a,5.5,No,Nunca,Público
32.2,Antofagasta,70.6,919000.0,Masculino,Técnica,No,Media,Separado/a,5.8,Sí,Nunca,
33.7,Antofagasta,92.8,1229000.0,Femenino,Básica,Sí,Alta,Viudo/a,8.5,Sí,Nunca,Bicicleta/Pie
35.8,Temuco,58.6,776000.0,Femenino,,Sí,Alta,Separado/a,8.1,Sí,Frecuente,Bicicleta/Pie
19.8,Temuco,60.0,882000.0,Femenino,Básica,No,,Separado/a,4.9,No,Ocasional,Bicicleta/Pie
26.2,La Serena,79.2,1038000.0,Femenino,,No,Baja,Soltero/a,6.4,No,Nunca,Público
24.9,Concepción,51.5,597000.0,Masculino,Universitaria,Sí,Alta,Soltero/a,8.0,No,Nunca,Privado
28.5,Santiago,62.4,892000.0,Masculino,Universitaria,No,Alta,,8.7,Sí,Frecuente,Público
39.5,Puerto Montt,77.2,615000.0,Masculino,Media,No,Baja,Viudo/a,7.8,Sí,Frecuente,Público
43.5,Santiago,62.4,1016000.0,Masculino,Media,No,Alta,Viudo/a,6.3,,Nunca,Bicicleta/Pie
63.3,Temuco,67.2,838000.0,Femenino,Básica,,Baja,Soltero/a,7.4,No,Frecuente,Bicicleta/Pie
25.0,Valdivia,78.9,875000.0,Femenino,Media,Sí,Alta,Casado/a,6.7,Sí,,Privado
54.8,Puerto Montt,75.1,604000.0,Femenino,Universitaria,Sí,,Viudo/a,7.6,Sí,Frecuente,Privado
36.8,La Serena,73.2,977000.0,Masculino,Media,No,Alta,Soltero/a,9.2,Sí,Frecuente,
39.3,Puerto Montt,65.9,1321000.0,Femenino,Media,Sí,Baja,Casado/a,5.8,No,Ocasional,Privado
50.1,Valdivia,74.4,548000.0,Femenino,Técnica,,,Separado/a,7.4,No,Frecuente,Público
23.2,Santiago,68.5,715000.0,Masculino,Básica,No,Media,Soltero/a,,,Frecuente,Privado
45.7,Santiago,,858000.0,Masculino,Básica,Sí,Media,Viudo/a,,No,Ocasional,Público
42.5,Concepción,64.0,997000.0,,Básica,Sí,,Viudo/a,6.8,No,,Público
47.4,Valparaíso,67.8,660000.0,Masculino,Media,Sí,Media,Casado/a,9.0,Sí,Frecuente,Privado
44.3,Puerto Montt,58.1,92000.0,Masculino,Universitaria,Sí,Alta,Casado/a,,Sí,Nunca,Privado
76.8,Temuco,69.6,1140000.0,Femenino,Técnica,No,Alta,Soltero/a,6.3,No,Nunca,Público
30.4,Valdivia,60.3,990000.0,Femenino,Básica,No,Media,Casado/a,8.0,Sí,Nunca,Bicicleta/Pie
32.0,Valdivia,56.6,364000.0,Masculino,Media,Sí,,Soltero/a,6.2,No,Ocasional,Privado
30.7,Valdivia,73.1,648000.0,Femenino,Universitaria,No,Baja,Casado/a,4.3,Sí,Frecuente,Bicicleta/Pie
,Temuco,72.6,1192000.0,Femenino,Técnica,Sí,Alta,Separado/a,3.5,Sí,Ocasional,Público
30.4,Valparaíso,79.4,1162000.0,Femenino,,Sí,Alta,Viudo/a,,Sí,Ocasional,Bicicleta/Pie
57.8,Santiago,64.8,1035000.0,Femenino,Básica,Sí,Media,Viudo/a,6.6,No,Frecuente,Público
61.3,Concepción,74.9,,Masculino,Básica,No,Baja,Separado/a,8.5,No,Frecuente,Bicicleta/Pie
31.4,Concepción,76.6,821000.0,Femenino,Universitaria,No,Alta,Viudo/a,7.6,Sí,Nunca,Bicicleta/Pie
27.5,Temuco,75.3,767000.0,Femenino,Media,Sí,,,7.4,Sí,Frecuente,Bicicleta/Pie
47.1,Concepción,60.1,1082000.0,Femenino,Universitaria,,Alta,Viudo/a,6.3,No,Ocasional,Público
31.7,Valdivia,71.8,581000.0,Masculino,Básica,Sí,Alta,Viudo/a,7.8,No,,Público
49.5,Antofagasta,74.4,,Femenino,Universitaria,Sí,Alta,Separado/a,9.3,Sí,Ocasional,
43.0,Valparaíso,70.1,1053000.0,Masculino,Media,No,Alta,Soltero/a,4.0,No,Frecuente,Privado
,Santiago,45.0,789000.0,Masculino,Técnica,No,Baja,Viudo/a,6.8,No,Nunca,
63.2,Antofagasta,71.9,1145000.0,Masculino,Técnica,Sí,Baja,Separado/a,9.0,No,Frecuente,Privado
66.9,Valparaíso,96.6,632000.0,Masculino,Técnica,Sí,Alta,Viudo/a,5.3,,Nunca,Público
30.8,La Serena,65.7,786000.0,Femenino,Técnica,No,Alta,Separado/a,7.2,No,Nunca,Privado
34.2,Puerto Montt,61.3,569000.0,Masculino,Básica,,Media,Separado/a,,No,Nunca,Bicicleta/Pie
44.3,Temuco,74.5,,Masculino,Básica,No,Baja,Soltero/a,6.6,Sí,Frecuente,Bicicleta/Pie
45.0,Valdivia,73.7,430000.0,,Media,,Baja,Casado/a,4.3,No,Nunca,Público
49.9,Concepción,84.3,678000.0,Masculino,Media,Sí,Alta,Soltero/a,8.5,Sí,,Privado
70.2,La Serena,54.9,441000.0,Masculino,Media,No,,Soltero/a,7.2,No,Frecuente,Bicicleta/Pie
37.3,Concepción,78.8,973000.0,Femenino,Media,No,Baja,Viudo/a,4.8,Sí,Ocasional,Bicicleta/Pie
28.0,Antofagasta,77.1,979000.0,Masculino,Universitaria,No,Media,Separado/a,7.6,No,Frecuente,Privado
19.3,Santiago,68.3,367000.0,Femenino,Media,No,,Casado/a,7.3,Sí,Frecuente,Público
29.0,Santiago,,,Femenino,Técnica,Sí,Baja,Separado/a,6.0,Sí,Nunca,Bicicleta/Pie
39.5,Santiago,82.4,1424000.0,Masculino,,No,Baja,,10.0,No,Frecuente,Público
66.9,Valdivia,80.5,,Femenino,,No,Baja,Separado/a,7.8,No,Frecuente,Público
32.2,Concepción,56.3,640000.0,Femenino,Universitaria,No,Alta,Viudo/a,8.9,No,Frecuente,Privado
43.4,La Serena,79.8,1506000.0,Femenino,Media,,Media,,6.8,Sí,Nunca,Privado
,Santiago,69.2,470000.0,Masculino,Técnica,Sí,Alta,Soltero/a,4.6,No,Frecuente,Bicicleta/Pie
57.8,La Serena,70.9,,Masculino,Técnica,Sí,Media,Viudo/a,3.5,Sí,Nunca,Privado
77.9,Concepción,70.9,845000.0,Masculino,Técnica,No,Media,Soltero/a,5.5,No,Frecuente,Bicicleta/Pie
32.0,Valdivia,68.2,1136000.0,Masculino,Técnica,Sí,Media,Separado/a,9.0,No,Nunca,Bicicleta/Pie
32.7,Antofagasta,84.3,890000.0,Masculino,Básica,Sí,Baja,Casado/a,6.2,No,Nunca,Bicicleta/Pie
55.7,Valdivia,69.0,675000.0,Masculino,Media,Sí,,Casado/a,8.6,Sí,Frecuente,Público
50.2,La Serena,56.6,562000.0,Masculino,,No,Alta,Separado/a,5.3,No,Ocasional,Público
67.7,Valdivia,65.3,715000.0,Femenino,Universitaria,Sí,Media,Casado/a,6.0,No,Frecuente,Privado
48.8,Valdivia,72.1,548000.0,,Básica,Sí,Alta,Separado/a,6.2,Sí,Ocasional,Privado
34.6,Antofagasta,84.8,812000.0,Masculino,Universitaria,Sí,Media,Viudo/a,,No,Nunca,Bicicleta/Pie
48.9,Concepción,77.2,659000.0,Femenino,Técnica,No,Media,,5.0,Sí,Ocasional,Bicicleta/Pie
56.6,Concepción,,426000.0,Masculino,Universitaria,No,Baja,Viudo/a,5.8,No,Ocasional,
52.3,Temuco,99.8,1114000.0,Masculino,Técnica,Sí,Alta,Viudo/a,6.7,No,,Público
47.6,Valdivia,73.2,676000.0,Masculino,Técnica,Sí,Media,Separado/a,5.0,No,Ocasional,
56.0,Concepción,85.3,483000.0,Femenino,Media,Sí,Media,,4.4,No,Frecuente,Bicicleta/Pie
57.5,Concepción,68.2,758000.0,Masculino,Media,No,Alta,Soltero/a,,Sí,Ocasional,Privado
60.7,Valparaíso,,817000.0,Masculino,Media,No,Media,Soltero/a,5.0,Sí,Nunca,Bicicleta/Pie
49.7,Santiago,80.1,363000.0,Masculino,Media,Sí,Baja,Soltero/a,8.8,No,Ocasional,Bicicleta/Pie
37.5,Temuco,84.6,883000.0,Masculino,,No,Alta,,8.9,No,Nunca,Bicicleta/Pie
42.2,Puerto Montt,82.7,,Femenino,Básica,Sí,Baja,Separado/a,6.1,Sí,Nunca,Público
58.1,Temuco,80.5,1228000.0,Masculino,Media,No,Alta,Viudo/a,,No,,Público
27.7,Temuco,66.2,931000.0,Femenino,Universitaria,Sí,Alta,Casado/a,7.1,Sí,Nunca,Privado
45.5,Puerto Montt,63.1,700000.0,Femenino,Técnica,No,Alta,Separado/a,8.6,,Ocasional,Privado
34.1,Valparaíso,74.0,614000.0,Masculino,Media,Sí,Media,Soltero/a,6.3,Sí,Frecuente,Privado
40.4,Valdivia,81.2,774000.0,Masculino,Básica,No,Alta,Casado/a,7.8,No,Frecuente,Bicicleta/Pie
59.2,Antofagasta,,953000.0,Femenino,Universitaria,Sí,Alta,Separado/a,7.5,Sí,Ocasional,Bicicleta/Pie
42.9,Concepción,82.8,794000.0,Femenino,Universitaria,Sí,Alta,Viudo/a,,Sí,Ocasional,Público
40.7,Santiago,87.4,746000.0,Femenino,Técnica,Sí,Baja,Soltero/a,6.1,No,Frecuente,Bicicleta/Pie
19.6,La Serena,59.0,815000.0,Femenino,Universitaria,Sí,Alta,,,No,Nunca,Bicicleta/Pie
51.2,Valdivia,60.0,649000.0,Masculino,Universitaria,No,Media,Casado/a,6.4,No,Frecuente,Público
49.7,Puerto Montt,68.3,714000.0,Femenino,,Sí,Alta,Soltero/a,6.4,Sí,Frecuente,Privado
72.4,Antofagasta,,279000.0,Femenino,Universitaria,No,Alta,Viudo/a,5.9,No,Frecuente,Bicicleta/Pie
35.4,Valdivia,63.7,1043000.0,,Básica,No,Baja,Soltero/a,6.0,Sí,Nunca,Público
43.3,Puerto Montt,86.2,875000.0,Femenino,Técnica,Sí,Media,Viudo/a,6.6,No,Ocasional,Público
43.7,Concepción,75.1,607000.0,Masculino,,Sí,Media,Casado/a,7.7,No,Ocasional,
63.7,Valparaíso,70.5,1275000.0,Masculino,Universitaria,Sí,Media,Soltero/a,8.2,,Ocasional,Público
38.6,Valdivia,,822000.0,,Básica,Sí,Alta,Viudo/a,7.2,Sí,Nunca,Privado
44.2,Puerto Montt,54.2,541000.0,Femenino,Técnica,No,Alta,Viudo/a,9.1,No,Nunca,Privado
49.1,Concepción,73.4,,Femenino,,No,Media,Separado/a,7.2,No,Ocasional,Privado
42.8,Concepción,44.4,900000.0,Masculino,Técnica,No,Media,Viudo/a,4.3,,Ocasional,Privado
33.3,Valparaíso,82.2,899000.0,Masculino,Básica,No,Baja,Soltero/a,5.3,No,Ocasional,
,Temuco,68.1,694000.0,Femenino,Básica,Sí,Media,Soltero/a,8.1,No,Ocasional,Público
56.1,Valdivia,,913000.0,Masculino,Básica,No,Alta,Viudo/a,6.5,No,Nunca,Bicicleta/Pie
24.6,Valdivia,97.7,735000.0,Femenino,Universitaria,Sí,Alta,Soltero/a,6.4,Sí,,Privado
42.0,Temuco,67.8,939000.0,Femenino,Básica,Sí,Alta,Casado/a,5.6,No,Frecuente,Privado
29.5,Santiago,68.7,324000.0,Femenino,Media,No,Baja,Casado/a,6.4,No,Ocasional,
57.9,Santiago,81.9,,,,No,Media,Soltero/a,6.4,No,Nunca,
17.2,Temuco,90.4,,Femenino,Técnica,No,Alta,Viudo/a,7.7,No,Frecuente,Privado
31.6,Antofagasta,,608000.0,Femenino,Media,No,Baja,Casado/a,6.6,No,Frecuente,Bicicleta/Pie
45.7,La Serena,48.6,649000.0,Masculino,Universitaria,No,Baja,Viudo/a,8.9,No,Frecuente,Privado
63.5,Concepción,62.5,688000.0,Masculino,Básica,No,Alta,Soltero/a,6.0,No,Nunca,Público
39.0,La Serena,77.0,496000.0,Masculino,Técnica,Sí,,Separado/a,7.3,Sí,Ocasional,Bicicleta/Pie
31.7,Concepción,76.0,248000.0,Femenino,Básica,Sí,Baja,Casado/a,4.5,No,Nunca,
68.2,Temuco,82.8,742000.0,Masculino,Media,Sí,Alta,Soltero/a,8.0,No,Nunca,Público
18.3,Santiago,55.6,834000.0,Femenino,Media,No,Baja,,4.9,Sí,Frecuente,Bicicleta/Pie
7.0,Antofagasta,42.2,,Femenino,Universitaria,Sí,Alta,Viudo/a,7.9,No,Frecuente,Público
46.6,Santiago,80.3,764000.0,Femenino,,Sí,,Separado/a,4.2,No,Nunca,Privado
32.5,La Serena,60.1,,Femenino,,Sí,Baja,Separado/a,5.4,No,Frecuente,Bicicleta/Pie
24.7,Santiago,45.8,1056000.0,Masculino,Universitaria,Sí,Alta,Soltero/a,,No,Nunca,Bicicleta/Pie
50.6,Temuco,71.7,752000.0,Masculino,Técnica,Sí,Alta,Casado/a,9.3,Sí,Frecuente,Público
43.7,Antofagasta,,656000.0,Masculino,,Sí,Media,Separado/a,3.0,,Ocasional,Privado
31.5,La Serena,68.5,730000.0,Femenino,Técnica,No,Alta,Casado/a,5.4,No,Ocasional,Privado
20.8,Antofagasta,64.5,945000.0,Masculino,Técnica,No,Media,Viudo/a,9.7,No,Ocasional,
53.1,Valdivia,68.1,1153000.0,Masculino,Media,No,Media,Viudo/a,7.2,,Frecuente,Bicicleta/Pie
49.8,Concepción,65.6,643000.0,Masculino,Básica,Sí,Media,,5.5,Sí,Frecuente,Bicicleta/Pie
38.5,Santiago,53.8,825000.0,Femenino,Media,,,Separado/a,9.2,No,Ocasional,Público
67.7,Antofagasta,61.4,885000.0,Masculino,Básica,No,Baja,Separado/a,,No,Nunca,Público
23.9,Valparaíso,76.3,552000.0,Femenino,Básica,Sí,Baja,Casado/a,7.2,No,Nunca,Público
17.1,Valdivia,73.9,805000.0,Masculino,Técnica,No,Alta,Viudo/a,4.1,No,Ocasional,Bicicleta/Pie
29.6,Santiago,72.0,434000.0,Femenino,Media,Sí,Alta,Separado/a,10.1,No,Frecuente,Público
39.3,Concepción,58.1,358000.0,Masculino,Técnica,No,Alta,Soltero/a,7.4,No,Nunca,Privado
43.7,Antofagasta,67.8,892000.0,Masculino,Técnica,Sí,Baja,Soltero/a,6.5,No,Nunca,Público
,La Serena,43.9,704000.0,Masculino,Técnica,Sí,Media,Separado/a,9.2,No,Nunca,Privado
45.3,Concepción,72.1,851000.0,Femenino,Básica,No,Baja,Soltero/a,5.6,No,Frecuente,Privado
21.2,Valparaíso,87.1,796000.0,Masculino,Media,Sí,Baja,Separado/a,5.4,No,Nunca,Público
61.7,Antofagasta,52.3,556000.0,Masculino,Media,No,Alta,Separado/a,5.5,Sí,Nunca,Privado
38.8,Puerto Montt,63.0,789000.0,Femenino,Técnica,Sí,Alta,Separado/a,6.4,No,Ocasional,Bicicleta/Pie
56.8,Puerto Montt,73.9,492000.0,Femenino,Básica,No,Alta,Separado/a,7.0,No,Frecuente,
45.1,Temuco,85.0,1148000.0,Femenino,Media,No,Media,,8.0,No,Ocasional,Bicicleta/Pie
46.9,Santiago,64.6,461000.0,Femenino,Universitaria,Sí,Media,,5.1,No,Nunca,
48.5,La Serena,61.7,751000.0,Masculino,Media,No,Baja,Soltero/a,7.5,,Frecuente,Privado
46.7,Temuco,46.4,539000.0,Masculino,Técnica,No,Media,Viudo/a,6.1,Sí,Frecuente,Bicicleta/Pie
49.6,Antofagasta,71.2,943000.0,Femenino,Universitaria,No,Alta,Casado/a,6.8,Sí,Ocasional,Bicicleta/Pie
59.9,Puerto Montt,94.5,717000.0,Masculino,Básica,Sí,Media,Viudo/a,8.8,Sí,Ocasional,
42.9,Puerto Montt,73.3,670000.0,Femenino,Universitaria,Sí,Media,Viudo/a,7.7,No,Frecuente,Público
50.6,Puerto Montt,69.7,,Masculino,Universitaria,No,Media,Viudo/a,7.9,Sí,Frecuente,Bicicleta/Pie
38.7,Antofagasta,73.9,807000.0,Femenino,Técnica,No,Media,Viudo/a,6.1,Sí,Ocasional,Privado
61.6,Puerto Montt,69.9,929000.0,Masculino,Media,Sí,,Viudo/a,9.9,Sí,Nunca,Privado
29.9,Concepción,60.2,555000.0,Femenino,Básica,Sí,Alta,Soltero/a,8.0,Sí,Frecuente,Público
67.0,Valdivia,79.9,449000.0,Femenino,Universitaria,No,,Separado/a,6.4,No,Nunca,Público
39.4,Antofagasta,72.7,827000.0,Masculino,Técnica,Sí,Baja,Soltero/a,,No,Ocasional,Público
18.5,La Serena,70.2,720000.0,Masculino,Media,Sí,Baja,,7.9,No,Frecuente,Privado
41.9,Valdivia,58.3,957000.0,Masculino,Universitaria,No,Media,Soltero/a,5.1,No,,Público
29.8,Temuco,,780000.0,Femenino,Técnica,,Media,Casado/a,7.3,No,Frecuente,Bicicleta/Pie
52.6,La Serena,78.0,851000.0,Masculino,Técnica,Sí,,Separado/a,,No,Frecuente,Privado
30.2,Valdivia,63.4,,Femenino,Técnica,Sí,Baja,,3.9,No,Ocasional,Bicicleta/Pie
